Date,Open,High,Low,Close,Adj Close,Volume
2021-07-08,119.32,121.7,117.31,119.63,119.68,71370654
2021-07-09,114.49,118.83,112.84,116.56,116.44,65988023
2021-07-12,113.64,117.36,112.7,114.5,114.6,100794915
2021-07-13,115.98,117.46,112.58,115.2,115.23,82873072
2021-07-14,116.54,117.29,116.15,117.0,117.05,59801592
2021-07-15,121.6,123.46,119.15,121.34,121.23,75996791
2021-07-16,126.86,128.43,124.52,127.93,127.83,85763822
2021-07-19,130.06,130.96,125.99,128.95,129.07,136848044
2021-07-20,126.62,127.86,124.92,126.73,126.95,98760862
2021-07-21,122.22,124.49,120.95,122.01,122.07,114730168
2021-07-22,124.37,125.04,120.1,122.66,122.55,60568534
2021-07-23,122.03,122.64,118.57,120.93,120.97,62428636
2021-07-26,119.86,120.33,118.3,120.08,120.37,69068938
2021-07-27,118.4,121.43,116.1,118.82,118.83,71324343
2021-07-28,118.34,120.67,117.46,118.57,118.75,52703368
2021-07-29,121.29,121.53,119.09,120.92,120.83,116811892
2021-07-30,121.24,121.53,118.61,121.32,121.32,102172359
2021-08-02,120.74,122.77,119.7,121.03,121.1,67390284
2021-08-03,119.89,120.83,117.35,118.85,118.9,93886522
2021-08-04,115.29,117.14,112.54,115.37,115.28,81085391
2021-08-05,116.0,117.32,112.11,114.42,114.32,96488893
2021-08-06,114.42,117.07,111.81,114.36,114.47,46851387
2021-08-09,119.37,120.32,116.9,118.11,118.25,71272227
2021-08-10,118.69,120.75,115.49,118.44,118.62,73491858
2021-08-11,121.3,121.58,120.04,120.61,120.82,93294657
2021-08-12,119.06,122.44,117.46,119.58,119.6,60191729
2021-08-13,116.51,119.98,115.05,117.11,117.07,31265409
2021-08-16,115.46,117.63,112.82,115.15,115.3,51361723
2021-08-17,114.38,115.77,111.11,113.7,113.78,73414489
2021-08-18,118.23,118.97,116.01,118.2,118.08,76695849
2021-08-19,115.62,118.9,113.76,116.52,116.39,135206056
2021-08-20,117.37,120.55,116.05,118.34,118.4,91968798
2021-08-23,115.49,117.22,113.96,116.48,116.46,77170997
2021-08-24,117.25,119.91,115.7,118.51,118.5,74154530
2021-08-25,119.46,120.91,119.21,119.39,119.51,110382576
2021-08-26,119.91,122.41,117.55,119.1,119.19,61004611
2021-08-27,119.06,121.14,116.49,119.07,119.23,71406491
2021-08-30,116.13,119.66,114.04,117.73,117.5,51226028
2021-08-31,118.59,120.7,116.21,118.73,118.76,123236494
2021-09-01,117.7,118.7,116.48,117.81,117.9,86044339
2021-09-02,116.75,117.9,113.72,115.3,115.12,58548470
2021-09-03,111.74,112.96,111.54,112.72,112.65,72054938
2021-09-06,112.86,115.38,111.71,113.13,113.03,89645757
2021-09-07,117.63,118.97,115.0,116.44,116.44,68699127
2021-09-08,117.14,118.49,116.0,116.83,117.02,62204254
2021-09-09,117.03,117.83,116.43,116.63,116.87,59649891
2021-09-10,117.37,118.07,115.23,117.29,117.19,84447055
2021-09-13,120.37,122.19,118.76,120.13,120.19,66166157
2021-09-14,121.22,122.02,119.34,120.66,120.73,63986550
2021-09-15,119.24,120.13,118.41,119.82,119.87,46986790
2021-09-16,122.93,125.32,120.59,122.29,122.34,77066009
2021-09-17,122.28,124.53,120.87,123.29,123.33,70390612
2021-09-20,127.05,128.34,125.24,126.8,127.02,67014645
2021-09-21,127.42,128.86,125.38,127.28,127.42,80403511
2021-09-22,124.1,127.12,123.96,124.56,124.43,97445076
2021-09-23,121.57,122.64,118.8,121.59,121.68,95874114
2021-09-24,124.84,127.72,124.5,125.31,125.42,91007606
2021-09-27,128.49,132.36,126.97,129.32,129.36,68941168
2021-09-28,128.69,131.13,127.92,128.96,129.1,61500093
2021-09-29,127.28,129.59,125.55,128.13,128.15,52045463
2021-09-30,131.86,134.36,130.59,131.6,131.63,60939607
2021-10-01,128.18,130.61,125.4,129.07,129.08,75517592
2021-10-04,127.6,129.0,125.73,127.06,126.8,56956508
2021-10-05,127.69,130.35,125.6,128.6,128.59,77564365
2021-10-06,127.31,128.85,126.42,127.75,127.66,53494469
2021-10-07,127.31,128.24,127.13,127.79,127.64,41935845
2021-10-08,128.49,129.9,126.11,127.47,127.66,99911046
2021-10-11,128.56,129.07,126.53,128.31,128.37,63525601
2021-10-12,131.49,133.09,129.91,131.66,131.66,55953799
2021-10-13,132.33,134.23,128.76,131.93,131.86,51143817
2021-10-14,131.84,136.65,129.48,133.53,133.57,86968910
2021-10-15,128.72,128.99,125.51,128.75,128.88,121353261
2021-10-18,130.24,132.31,127.66,128.7,128.59,65131757
2021-10-19,126.92,128.44,124.29,126.82,126.82,69549653
2021-10-20,124.17,124.35,122.34,124.12,124.23,109132119
2021-10-21,122.63,123.49,120.31,122.23,121.99,39798615
2021-10-22,122.2,122.67,118.55,121.55,121.54,149290211
2021-10-25,122.14,124.39,120.11,123.63,123.57,176429827
2021-10-26,119.54,121.68,116.85,120.76,120.75,29086378
2021-10-27,121.04,122.32,118.66,120.88,120.82,72483719
2021-10-28,119.38,121.53,118.89,119.89,119.91,58314842
2021-10-29,120.18,120.3,117.12,119.24,119.47,68362060
2021-11-01,121.24,122.06,119.7,121.46,121.43,64783655
2021-11-02,121.28,123.1,118.48,122.7,122.74,99643996
2021-11-03,124.79,127.53,122.25,125.75,126.0,72102494
2021-11-04,123.39,126.57,122.95,125.46,125.39,54525614
2021-11-05,123.78,125.71,123.25,123.95,124.17,70613638
2021-11-08,123.37,124.29,123.04,123.51,123.51,89806970
2021-11-09,123.79,124.3,122.2,124.1,124.32,49560078
2021-11-10,125.36,128.32,124.19,124.55,124.65,42153019
2021-11-11,123.08,123.52,119.96,122.2,122.24,150648316
2021-11-12,122.33,122.95,120.59,122.46,122.45,59897740
2021-11-15,121.44,123.57,118.88,123.02,122.94,71479776
2021-11-16,129.25,132.43,127.78,128.78,128.79,65252197
2021-11-17,133.7,135.82,131.47,133.26,133.38,90859904
2021-11-18,131.53,133.59,130.79,131.29,131.29,139486048
2021-11-19,131.44,134.68,127.77,130.67,130.63,91878307
2021-11-22,126.44,127.73,125.78,127.33,127.3,44082386
2021-11-23,127.56,130.67,125.6,126.04,126.17,46203008
2021-11-24,126.09,127.56,125.34,126.82,126.97,65225496
2021-11-25,130.24,132.32,127.02,129.66,129.57,68279289
2021-11-26,126.73,129.44,126.28,128.02,127.94,41050588
2021-11-29,125.88,127.87,123.89,126.58,126.63,99908766
2021-11-30,122.95,125.82,119.53,121.84,122.02,51278723
2021-12-01,121.35,122.09,119.04,121.54,121.68,126487521
2021-12-02,119.89,122.88,118.62,119.29,119.14,141841398
2021-12-03,118.38,119.57,117.92,118.21,118.18,68758432
2021-12-06,116.34,118.34,114.97,116.41,116.3,87455364
2021-12-07,117.22,120.06,115.58,116.27,116.23,48730571
2021-12-08,112.54,112.96,110.53,112.7,112.88,93295775
2021-12-09,108.63,112.35,107.6,109.81,109.65,62999120
2021-12-10,113.6,115.82,112.26,114.15,113.96,51262308
2021-12-13,111.95,113.96,111.17,111.58,111.49,67776861
2021-12-14,109.71,110.21,107.85,109.45,109.48,63718587
2021-12-15,112.12,114.74,111.51,113.18,113.25,66932344
2021-12-16,118.79,121.36,116.74,119.31,119.36,104572026
2021-12-17,116.47,118.27,116.15,116.88,117.01,56976018
2021-12-20,115.9,116.7,113.07,116.16,115.95,137654395
2021-12-21,115.96,117.73,113.94,116.92,117.06,47168072
2021-12-22,120.22,123.27,119.57,120.67,120.64,132011456
2021-12-23,118.08,118.82,117.93,118.6,118.69,52547072
2021-12-24,118.68,120.82,117.07,118.13,117.98,74973407
2021-12-27,120.43,123.44,119.29,119.85,119.85,63175683
2021-12-28,120.74,120.99,119.99,120.85,120.88,66498745
2021-12-29,119.8,120.67,117.17,120.09,120.23,99281886
2021-12-30,119.95,122.01,118.0,119.85,119.66,126776728
2021-12-31,116.4,117.26,115.79,116.97,116.98,113769191
2022-01-03,115.72,118.29,114.06,116.53,116.4,65091137
2022-01-04,115.37,118.04,114.54,116.02,116.08,79996064
2022-01-05,116.12,118.32,113.28,116.56,116.65,57040460
2022-01-06,114.65,116.58,114.44,115.45,115.6,53008140
2022-01-07,116.6,118.67,114.32,116.49,116.43,50213443
2022-01-10,119.2,121.02,116.36,118.69,118.8,64350033
2022-01-11,117.94,119.78,117.63,119.07,119.23,81846871
2022-01-12,119.9,121.64,119.27,119.88,119.68,38411343
2022-01-13,119.89,122.71,118.67,120.05,120.12,73793032
2022-01-14,120.35,122.4,117.48,120.1,120.22,127497519
2022-01-17,118.6,120.07,116.95,118.61,118.58,111069595
2022-01-18,118.3,120.38,116.32,119.34,119.19,61109888
2022-01-19,118.28,119.55,115.94,119.18,119.3,45997295
2022-01-20,123.84,124.69,121.23,123.82,123.67,88096140
2022-01-21,128.22,128.38,125.85,127.43,127.41,33327678
2022-01-24,126.67,131.54,125.0,128.38,128.37,110613490
2022-01-25,126.94,127.75,124.37,126.68,126.77,69597768
2022-01-26,125.11,127.68,123.32,124.23,124.15,142371982
2022-01-27,126.86,127.62,124.13,126.98,126.89,40978608
2022-01-28,128.06,129.06,127.44,127.63,127.65,103424232
2022-01-31,128.26,130.22,127.53,128.8,128.93,72407509
2022-02-01,124.79,125.97,122.26,124.87,125.16,66794479
2022-02-02,125.8,129.6,124.65,127.03,126.84,46434508
2022-02-03,126.33,131.21,125.75,128.14,128.18,92388256
2022-02-04,126.37,129.15,124.97,125.66,125.52,95024637
2022-02-07,123.91,125.23,122.21,124.65,124.78,140089687
2022-02-08,124.96,127.76,122.29,125.3,125.18,106730365
2022-02-09,124.43,126.05,124.1,125.47,125.39,60923851
2022-02-10,123.82,127.73,123.6,124.87,124.8,52780204
2022-02-11,124.57,126.37,123.05,124.7,124.69,46456487
2022-02-14,123.64,125.31,120.68,124.19,124.23,125601806
2022-02-15,124.87,125.46,123.63,124.59,124.65,57118446
2022-02-16,128.33,128.5,124.91,127.99,127.99,125910151
2022-02-17,122.5,123.35,119.54,122.26,122.1,90130924
2022-02-18,121.97,124.77,120.85,121.8,121.89,84179727
2022-02-21,123.4,125.88,119.72,122.24,122.23,67362211
2022-02-22,122.16,125.93,120.03,122.95,123.09,94511699
2022-02-23,122.14,122.6,120.52,122.18,122.1,74594989
2022-02-24,119.24,121.05,117.11,118.43,118.24,65908239
2022-02-25,120.09,120.95,116.74,119.19,119.18,95687702
2022-02-28,121.96,124.73,119.52,123.01,123.17,71314371
2022-03-01,119.49,120.75,117.2,119.71,119.73,56716827
2022-03-02,122.63,123.59,118.61,121.64,121.62,92520244
2022-03-03,121.35,123.14,119.47,120.98,120.87,73339044
2022-03-04,121.04,121.7,118.44,120.9,121.11,88997352
2022-03-07,118.53,120.14,115.96,118.68,118.56,63984263
2022-03-08,117.75,119.99,117.04,118.03,117.94,49121442
2022-03-09,121.08,121.58,120.63,120.87,120.94,137656850
2022-03-10,122.02,125.06,120.71,122.2,121.98,128869737
2022-03-11,126.1,127.79,123.38,126.13,126.29,102187856
2022-03-14,128.95,131.62,127.87,128.89,128.97,65480629
2022-03-15,129.44,132.14,127.14,129.97,130.09,67516824
2022-03-16,134.61,137.03,134.02,134.18,134.25,121668814
2022-03-17,137.67,140.17,134.01,135.3,135.28,66264055
2022-03-18,135.93,140.42,133.79,137.4,137.25,60105028
2022-03-21,136.99,139.15,136.16,136.73,136.71,144426431
2022-03-22,136.33,138.0,133.26,136.95,136.82,73758845
2022-03-23,135.77,136.23,134.66,135.3,135.37,139273131
2022-03-24,137.84,139.98,134.65,137.8,137.91,45972847
2022-03-25,135.58,135.93,134.13,134.97,135.17,89913924
2022-03-28,137.91,138.84,133.54,136.94,136.99,154836082
2022-03-29,136.69,137.03,134.42,136.53,136.66,75785037
2022-03-30,140.45,142.44,139.08,139.51,139.46,68380421
2022-03-31,139.48,142.15,139.12,141.47,141.4,49837860
2022-04-01,147.64,149.95,145.84,146.25,146.32,109542015
2022-04-04,148.58,151.55,146.0,148.25,148.19,57279528
2022-04-05,145.11,148.12,141.23,144.18,144.22,72552114
2022-04-06,143.01,145.28,141.49,144.07,143.92,48687012
2022-04-07,140.42,143.13,138.78,141.13,141.0,129334390
2022-04-08,140.0,142.03,137.76,139.88,139.97,112358873
2022-04-11,143.79,145.58,141.8,143.8,143.93,74175466
2022-04-12,145.77,148.21,142.98,145.53,145.38,50075706
2022-04-13,144.71,145.58,142.0,143.77,143.87,128387826
2022-04-14,139.74,144.69,137.2,141.23,141.16,65983981
2022-04-15,142.21,142.68,137.86,141.38,141.38,50940914
2022-04-18,138.39,141.28,137.08,138.38,138.58,40477522
2022-04-19,136.61,138.87,136.44,136.78,136.89,59823605
2022-04-20,136.4,138.56,135.85,137.61,137.72,45076667
2022-04-21,140.99,143.66,138.56,140.57,140.84,60310174
2022-04-22,140.12,142.61,138.82,142.18,142.08,97322593
2022-04-25,137.03,139.71,133.28,136.5,136.36,65765675
2022-04-26,136.08,139.39,133.89,137.31,137.21,84943030
2022-04-27,137.59,138.1,135.69,137.55,137.51,58225359
2022-04-28,138.54,139.04,135.75,138.64,138.31,76730346
2022-04-29,143.8,146.53,141.77,142.8,142.77,146907538
2022-05-02,137.51,138.76,134.66,137.65,137.58,66388110
2022-05-03,135.69,139.3,135.54,136.26,136.36,85801665
2022-05-04,137.36,140.43,135.18,137.78,137.83,43360703
2022-05-05,134.99,137.39,130.83,133.97,133.89,127679760
2022-05-06,138.08,139.14,134.9,137.64,137.72,63463554
2022-05-09,138.3,141.11,135.32,138.62,138.72,108329216
2022-05-10,140.61,144.15,139.13,140.81,140.7,71835228
2022-05-11,138.12,139.88,135.25,139.43,139.36,92901602
2022-05-12,141.88,143.14,139.54,141.55,141.24,94854341
2022-05-13,142.84,145.32,140.58,144.37,144.21,64016060
2022-05-16,145.69,147.21,144.69,145.04,144.93,109909287
2022-05-17,145.83,148.57,144.87,145.72,145.73,57503361
2022-05-18,148.59,150.43,144.41,146.49,146.35,98471295
2022-05-19,143.35,146.42,143.0,144.3,144.23,65425772
2022-05-20,143.89,145.21,141.19,143.98,143.81,84760818
2022-05-23,145.2,145.84,140.61,143.65,143.68,63802384
2022-05-24,145.75,146.83,141.37,144.71,144.77,76323409
2022-05-25,146.79,150.59,146.28,147.41,147.46,51487822
2022-05-26,144.88,147.12,141.28,144.69,144.69,81788206
2022-05-27,144.43,145.88,144.05,144.43,144.21,76168946
2022-05-30,148.65,151.62,146.56,148.4,148.31,62080651
2022-05-31,145.88,146.86,142.79,146.49,146.43,73569337
2022-06-01,144.33,145.43,143.94,144.4,144.35,78601413
2022-06-02,143.61,145.94,143.4,145.0,145.01,60446770
2022-06-03,147.4,151.04,147.05,147.28,147.49,71695114
2022-06-06,147.78,150.43,145.42,147.38,147.5,52749006
2022-06-07,150.81,153.41,147.72,151.02,150.87,170458979
2022-06-08,151.94,153.6,151.33,153.43,153.54,108655208
2022-06-09,156.77,157.62,155.22,155.84,155.94,82522505
2022-06-10,157.82,160.39,155.17,157.48,157.35,113038406
2022-06-13,163.57,165.95,162.49,164.29,164.43,37515333
2022-06-14,163.48,167.55,160.45,163.76,163.73,30639811
2022-06-15,156.61,161.09,152.88,158.03,157.81,65218048
2022-06-16,161.73,164.64,158.59,162.73,162.81,46292995
2022-06-17,160.95,164.53,157.4,161.47,161.5,69039318
2022-06-20,163.05,167.03,159.68,161.86,161.82,80597524
2022-06-21,165.15,167.79,161.69,165.79,165.78,103506373
2022-06-22,161.77,164.43,160.28,161.15,161.03,50354889
2022-06-23,157.12,161.26,156.71,157.63,157.73,86259384
2022-06-24,153.45,154.52,150.66,153.22,153.21,75378682
2022-06-27,150.99,154.48,150.65,151.11,151.14,84700065
2022-06-28,153.18,153.69,148.97,152.38,152.44,62525090
2022-06-29,153.4,156.45,150.7,153.9,153.72,121703214
2022-06-30,153.27,157.8,149.62,154.73,154.6,72331526
2022-07-01,149.67,153.29,148.39,150.92,150.58,139554037
2022-07-04,144.37,146.7,142.54,144.84,144.92,56874784
2022-07-05,143.96,147.34,141.25,145.04,144.87,97268741
2022-07-06,144.23,144.9,142.9,143.88,143.9,73449944
2022-07-07,144.73,146.04,142.71,145.14,145.19,66871861
2022-07-08,149.15,150.26,144.58,147.05,147.14,93578296
2022-07-11,145.95,149.75,142.37,147.48,147.31,67543875
2022-07-12,149.77,151.5,146.76,149.58,149.57,29541623
2022-07-13,149.25,151.3,148.68,150.27,150.52,25674140
2022-07-14,151.33,155.15,149.45,151.78,152.04,117077472
2022-07-15,150.06,151.56,147.66,149.93,150.08,115362411
2022-07-18,147.43,151.27,146.76,149.52,149.57,145192063
2022-07-19,150.33,151.96,148.41,150.11,149.96,74541291
2022-07-20,154.16,154.98,151.23,152.42,152.53,47706417
2022-07-21,151.0,154.22,150.42,151.41,151.38,64756479
2022-07-22,153.14,154.94,150.87,152.9,152.99,75300493
2022-07-25,153.18,153.39,151.49,152.24,152.15,52721573
2022-07-26,151.84,155.66,149.54,151.99,151.96,133551779
2022-07-27,153.81,157.52,153.03,154.35,154.37,164237593
2022-07-28,146.94,151.71,144.24,148.97,149.01,88666874
2022-07-29,146.16,149.36,144.77,145.6,145.67,74715368
2022-08-01,141.74,145.06,138.55,141.83,141.75,47667492
2022-08-02,135.23,137.3,135.01,136.06,135.88,128861731
2022-08-03,134.57,136.68,132.65,134.47,134.69,77030041
2022-08-04,135.88,138.49,134.7,136.36,136.7,67780908
2022-08-05,135.29,136.73,134.42,135.72,135.78,88756711
2022-08-08,136.76,137.63,134.59,136.27,136.09,61098607
2022-08-09,137.91,139.55,134.99,139.03,138.92,78956291
2022-08-10,143.35,145.76,139.18,142.45,142.53,45269101
2022-08-11,141.15,145.15,139.98,142.34,142.53,109724055
2022-08-12,145.34,148.73,144.65,145.92,145.74,72308685
2022-08-15,147.91,149.18,143.55,146.22,146.21,112512959
2022-08-16,145.08,145.94,141.94,144.1,144.13,69901733
2022-08-17,142.72,144.41,141.8,142.63,142.76,71508635
2022-08-18,138.16,140.91,135.5,138.94,138.9,49066524
2022-08-19,136.37,139.96,134.53,136.8,136.59,97846806
2022-08-22,136.04,139.04,133.72,135.98,136.07,55198960
2022-08-23,138.06,141.23,136.7,138.03,138.18,63259181
2022-08-24,142.36,145.48,140.71,142.43,142.42,75027493
2022-08-25,138.97,142.35,138.23,139.0,139.05,78250606
2022-08-26,139.87,141.75,137.19,140.05,139.98,41279011
2022-08-29,136.32,137.8,135.67,137.51,137.39,69179602
2022-08-30,138.32,139.17,135.6,138.75,138.89,99069209
2022-08-31,139.25,140.69,135.7,138.49,138.54,65698086
2022-09-01,132.96,135.02,130.44,134.06,134.12,69326830
2022-09-02,136.22,137.07,136.02,136.38,136.58,79386651
2022-09-05,134.3,138.18,133.28,134.96,134.82,71765363
2022-09-06,133.82,134.58,132.09,133.73,133.66,52290132
2022-09-07,130.93,134.39,128.93,131.24,131.26,74051957
2022-09-08,130.91,133.43,126.77,129.76,129.69,106209517
2022-09-09,131.22,133.37,129.51,130.82,130.93,51913378
2022-09-12,129.41,132.68,126.56,130.44,130.41,65786815
2022-09-13,131.8,132.98,130.62,131.27,131.14,46243325
2022-09-14,131.57,134.37,130.27,132.19,132.2,104268759
2022-09-15,134.96,136.17,134.66,135.43,135.45,72614363
2022-09-16,134.91,138.08,132.12,134.66,134.78,55696551
2022-09-19,130.8,132.26,130.19,131.18,131.23,77461502
2022-09-20,134.5,135.46,132.83,133.79,133.85,49216455
2022-09-21,132.43,135.46,129.84,133.05,133.09,52235622
2022-09-22,135.3,138.08,133.43,135.81,135.78,44990051
2022-09-23,136.27,138.43,136.09,136.81,136.71,51630644
